method,lambda,random_seed,h_norm,size_std,max_min_ratio,silhouette,ari,time,cluster_sizes,dataset
ER-K-Means,1.0,13,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.004298686981201172,"[101, 169]",heart_disease
ER-K-Means,1.0,14,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.0029349327087402344,"[168, 102]",heart_disease
ER-K-Means,1.0,15,0.9590816298515079,32.0,1.6213592233009708,0.17138848319566377,0.38460108339198823,0.0034918785095214844,"[167, 103]",heart_disease
ER-K-Means,1.0,16,0.9709505944517833,27.0,1.5,0.1689131048534569,0.39399822725537514,0.0046651363372802734,"[108, 162]",heart_disease
ER-K-Means,1.0,17,0.94807824359102,36.0,1.7272727272727273,0.17344771019066937,0.4224340013450781,0.0038328170776367188,"[171, 99]",heart_disease
ER-K-Means,1.0,18,0.9564574047963742,33.0,1.6470588235294117,0.17199990675738752,0.4520801379111443,0.002957582473754883,"[102, 168]",heart_disease
ER-K-Means,1.0,19,0.9451152172996077,37.0,1.7551020408163265,0.1738940749627897,0.4127699605408143,0.005127429962158203,"[172, 98]",heart_disease
ER-K-Means,1.0,20,0.9564574047963742,33.0,1.6470588235294117,0.17199990675738752,0.4520801379111443,0.0037450790405273438,"[102, 168]",heart_disease
ER-K-Means,1.0,21,0.9807575217557173,22.0,1.3893805309734513,0.16756253879657204,0.3847598668877059,0.006875514984130859,"[113, 157]",heart_disease
ER-K-Means,1.0,22,0.9564574047963742,33.0,1.6470588235294117,0.17199990675738752,0.4520801379111443,0.0023543834686279297,"[168, 102]",heart_disease
ER-K-Means,1.0,23,0.9564574047963742,33.0,1.6470588235294117,0.17199990675738752,0.4520801379111443,0.0032050609588623047,"[168, 102]",heart_disease
ER-K-Means,1.0,24,0.9751190649379806,25.0,1.4545454545454546,0.16849954588229546,0.3755186631351883,0.005685091018676758,"[160, 110]",heart_disease
ER-K-Means,1.0,25,0.9770802227698927,24.0,1.4324324324324325,0.16810960654606746,0.38473282067570297,0.003010988235473633,"[159, 111]",heart_disease
ER-K-Means,1.0,26,0.9807575217557173,22.0,1.3893805309734513,0.16756253879657204,0.3847598668877059,0.004767894744873047,"[113, 157]",heart_disease
ER-K-Means,1.0,27,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.004596710205078125,"[102, 168]",heart_disease
ER-K-Means,1.0,28,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.007329463958740234,"[102, 168]",heart_disease
ER-K-Means,1.0,29,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.002733945846557617,"[169, 101]",heart_disease
ER-K-Means,2.0,0,0.9751190649379806,25.0,1.4545454545454546,0.16827405883037977,0.3940283428446605,0.005697011947631836,"[110, 160]",heart_disease
ER-K-Means,2.0,1,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.0024085044860839844,"[168, 102]",heart_disease
ER-K-Means,2.0,2,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.00434422492980957,"[169, 101]",heart_disease
ER-K-Means,2.0,3,0.9509560484520871,35.0,1.7,0.17310104582344954,0.4322070331171048,0.002349853515625,"[170, 100]",heart_disease
ER-K-Means,2.0,4,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.0030570030212402344,"[102, 168]",heart_disease
ER-K-Means,2.0,5,0.9807575217557173,22.0,1.3893805309734513,0.16756253879657204,0.3847598668877059,0.0066835880279541016,"[157, 113]",heart_disease
ER-K-Means,2.0,6,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.00483393669128418,"[102, 168]",heart_disease
ER-K-Means,2.0,7,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.004980325698852539,"[101, 169]",heart_disease
ER-K-Means,2.0,8,0.9640787648053437,30.0,1.5714285714285714,0.16998721002261002,0.3663458220044343,0.002805471420288086,"[105, 165]",heart_disease
ER-K-Means,2.0,9,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.0054666996002197266,"[102, 168]",heart_disease
ER-K-Means,2.0,10,0.9807575217557173,22.0,1.3893805309734513,0.16756253879657204,0.3847598668877059,0.0068666934967041016,"[157, 113]",heart_disease
ER-K-Means,2.0,11,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.005292415618896484,"[102, 168]",heart_disease
ER-K-Means,2.0,12,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.0034949779510498047,"[168, 102]",heart_disease
ER-K-Means,2.0,13,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.005696296691894531,"[101, 169]",heart_disease
ER-K-Means,2.0,14,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.0025577545166015625,"[168, 102]",heart_disease
ER-K-Means,2.0,15,0.9590816298515079,32.0,1.6213592233009708,0.17138848319566377,0.38460108339198823,0.004523754119873047,"[167, 103]",heart_disease
ER-K-Means,2.0,16,0.9709505944517833,27.0,1.5,0.1689131048534569,0.39399822725537514,0.004796266555786133,"[108, 162]",heart_disease
ER-K-Means,2.0,17,0.94807824359102,36.0,1.7272727272727273,0.17344771019066937,0.4224340013450781,0.0035958290100097656,"[171, 99]",heart_disease
ER-K-Means,2.0,18,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.0029010772705078125,"[101, 169]",heart_disease
ER-K-Means,2.0,19,0.9451152172996077,37.0,1.7551020408163265,0.1738940749627897,0.4127699605408143,0.004676342010498047,"[172, 98]",heart_disease
ER-K-Means,2.0,20,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.004103183746337891,"[101, 169]",heart_disease
ER-K-Means,2.0,21,0.9807575217557173,22.0,1.3893805309734513,0.16756253879657204,0.3847598668877059,0.006525516510009766,"[113, 157]",heart_disease
ER-K-Means,2.0,22,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.0038640499114990234,"[169, 101]",heart_disease
ER-K-Means,2.0,23,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.0038299560546875,"[169, 101]",heart_disease
ER-K-Means,2.0,24,0.9751190649379806,25.0,1.4545454545454546,0.16849954588229546,0.3755186631351883,0.005611419677734375,"[160, 110]",heart_disease
ER-K-Means,2.0,25,0.9751190649379806,25.0,1.4545454545454546,0.16849954588229546,0.3755186631351883,0.0026350021362304688,"[160, 110]",heart_disease
ER-K-Means,2.0,26,0.9789596360018942,23.0,1.4107142857142858,0.16796171884801173,0.3755473085362111,0.004302024841308594,"[112, 158]",heart_disease
ER-K-Means,2.0,27,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.004595756530761719,"[102, 168]",heart_disease
ER-K-Means,2.0,28,0.9564574047963742,33.0,1.6470588235294117,0.17187526160030075,0.4520801379111443,0.007005453109741211,"[102, 168]",heart_disease
ER-K-Means,2.0,29,0.9537489878271294,34.0,1.6732673267326732,0.1724953880449938,0.442089072787835,0.003316164016723633,"[169, 101]",heart_disease
